PROVÍNCIA;COMARCA;MUNICIPI;SIGLES;PARTIT;VOTS;PERCENT
Barcelona;Vallès Oriental;L'Ametlla del Vallès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;89;1,73
Barcelona;Vallès Oriental;L'Ametlla del Vallès;RCERO;RECORTES CERO-GRUPO VERDE;5;0,10
Barcelona;Vallès Oriental;L'Ametlla del Vallès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;3;0,06
Barcelona;Vallès Oriental;L'Ametlla del Vallès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,04
Barcelona;Vallès Oriental;L'Ametlla del Vallès;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;L'Ametlla del Vallès;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Bigues i Riells;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1648;31,11
Barcelona;Vallès Oriental;Bigues i Riells;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;896;16,91
Barcelona;Vallès Oriental;Bigues i Riells;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);870;16,42
Barcelona;Vallès Oriental;Bigues i Riells;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;618;11,66
Barcelona;Vallès Oriental;Bigues i Riells;JxCAT;JUNTS PER CATALUNYA-JUNTS;584;11,02
Barcelona;Vallès Oriental;Bigues i Riells;PP;PARTIDO POPULAR/PARTIT POPULAR;202;3,81
Barcelona;Vallès Oriental;Bigues i Riells;VOX;VOX;182;3,44
Barcelona;Vallès Oriental;Bigues i Riells;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;167;3,15
Barcelona;Vallès Oriental;Bigues i Riells;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;87;1,64
Barcelona;Vallès Oriental;Bigues i Riells;RCERO;RECORTES CERO-GRUPO VERDE;10;0,19
Barcelona;Vallès Oriental;Bigues i Riells;IZQP;IZQUIERDA EN POSITIVO;3;0,06
Barcelona;Vallès Oriental;Bigues i Riells;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;3;0,06
Barcelona;Vallès Oriental;Bigues i Riells;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;2;0,04
Barcelona;Vallès Oriental;Bigues i Riells;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;Caldes de Montbui;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;3341;32,02
Barcelona;Vallès Oriental;Caldes de Montbui;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1971;18,89
Barcelona;Vallès Oriental;Caldes de Montbui;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1408;13,49
Barcelona;Vallès Oriental;Caldes de Montbui;JxCAT;JUNTS PER CATALUNYA-JUNTS;1344;12,88
Barcelona;Vallès Oriental;Caldes de Montbui;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1011;9,69
Barcelona;Vallès Oriental;Caldes de Montbui;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;406;3,89
Barcelona;Vallès Oriental;Caldes de Montbui;PP;PARTIDO POPULAR/PARTIT POPULAR;382;3,66
Barcelona;Vallès Oriental;Caldes de Montbui;VOX;VOX;316;3,03
Barcelona;Vallès Oriental;Caldes de Montbui;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;172;1,65
Barcelona;Vallès Oriental;Caldes de Montbui;RCERO;RECORTES CERO-GRUPO VERDE;13;0,12
Barcelona;Vallès Oriental;Caldes de Montbui;CNV;CONVERGENTS;7;0,07
Barcelona;Vallès Oriental;Caldes de Montbui;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;7;0,07
Barcelona;Vallès Oriental;Caldes de Montbui;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;6;0,06
Barcelona;Vallès Oriental;Caldes de Montbui;IZQP;IZQUIERDA EN POSITIVO;1;0,01
Barcelona;Vallès Oriental;Campins;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;115;34,43
Barcelona;Vallès Oriental;Campins;JxCAT;JUNTS PER CATALUNYA-JUNTS;80;23,95
Barcelona;Vallès Oriental;Campins;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;49;14,67
Barcelona;Vallès Oriental;Campins;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);33;9,88
Barcelona;Vallès Oriental;Campins;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;28;8,38
Barcelona;Vallès Oriental;Campins;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;14;4,19
Barcelona;Vallès Oriental;Campins;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;6;1,80
Barcelona;Vallès Oriental;Campins;VOX;VOX;5;1,50
Barcelona;Vallès Oriental;Campins;CNV;CONVERGENTS;1;0,30
Barcelona;Vallès Oriental;Campins;PP;PARTIDO POPULAR/PARTIT POPULAR;1;0,30
Barcelona;Vallès Oriental;Campins;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Campins;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Campins;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Campins;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Vallès Oriental;Canovelles;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);2617;33,85
Barcelona;Vallès Oriental;Canovelles;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1364;17,64
Barcelona;Vallès Oriental;Canovelles;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1157;14,96
Barcelona;Vallès Oriental;Canovelles;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1012;13,09
Barcelona;Vallès Oriental;Canovelles;PP;PARTIDO POPULAR/PARTIT POPULAR;446;5,77
Barcelona;Vallès Oriental;Canovelles;JxCAT;JUNTS PER CATALUNYA-JUNTS;436;5,64
Barcelona;Vallès Oriental;Canovelles;VOX;VOX;410;5,30
Barcelona;Vallès Oriental;Canovelles;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;127;1,64
Barcelona;Vallès Oriental;Canovelles;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;77;1,00
Barcelona;Vallès Oriental;Canovelles;RCERO;RECORTES CERO-GRUPO VERDE;16;0,21
Barcelona;Vallès Oriental;Canovelles;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;12;0,16
Barcelona;Vallès Oriental;Canovelles;IZQP;IZQUIERDA EN POSITIVO;7;0,09
Barcelona;Vallès Oriental;Canovelles;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;3;0,04
Barcelona;Vallès Oriental;Canovelles;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;Cànoves i Samalús;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;464;24,37
Barcelona;Vallès Oriental;Cànoves i Samalús;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);372;19,54
Barcelona;Vallès Oriental;Cànoves i Samalús;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;343;18,01
Barcelona;Vallès Oriental;Cànoves i Samalús;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;256;13,45
Barcelona;Vallès Oriental;Cànoves i Samalús;JxCAT;JUNTS PER CATALUNYA-JUNTS;182;9,56
Barcelona;Vallès Oriental;Cànoves i Samalús;PP;PARTIDO POPULAR/PARTIT POPULAR;97;5,09
Barcelona;Vallès Oriental;Cànoves i Samalús;VOX;VOX;84;4,41
Barcelona;Vallès Oriental;Cànoves i Samalús;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;59;3,10
Barcelona;Vallès Oriental;Cànoves i Samalús;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;37;1,94
Barcelona;Vallès Oriental;Cànoves i Samalús;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,11
Barcelona;Vallès Oriental;Cànoves i Samalús;RCERO;RECORTES CERO-GRUPO VERDE;1;0,05
Barcelona;Vallès Oriental;Cànoves i Samalús;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;Cànoves i Samalús;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Cànoves i Samalús;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Cardedeu;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;3504;32,03
Barcelona;Vallès Oriental;Cardedeu;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1947;17,80
Barcelona;Vallès Oriental;Cardedeu;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1636;14,96
Barcelona;Vallès Oriental;Cardedeu;JxCAT;JUNTS PER CATALUNYA-JUNTS;1496;13,68
Barcelona;Vallès Oriental;Cardedeu;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;970;8,87
Barcelona;Vallès Oriental;Cardedeu;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;571;5,22
Barcelona;Vallès Oriental;Cardedeu;PP;PARTIDO POPULAR/PARTIT POPULAR;337;3,08
Barcelona;Vallès Oriental;Cardedeu;VOX;VOX;255;2,33
Barcelona;Vallès Oriental;Cardedeu;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;137;1,25
Barcelona;Vallès Oriental;Cardedeu;RCERO;RECORTES CERO-GRUPO VERDE;10;0,09
Barcelona;Vallès Oriental;Cardedeu;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;4;0,04
Barcelona;Vallès Oriental;Cardedeu;IZQP;IZQUIERDA EN POSITIVO;2;0,02
Barcelona;Vallès Oriental;Cardedeu;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;2;0,02
Barcelona;Vallès Oriental;Cardedeu;CNV;CONVERGENTS;1;0,01
Barcelona;Vallès Oriental;Figaró-Montmany;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;240;37,15
Barcelona;Vallès Oriental;Figaró-Montmany;JxCAT;JUNTS PER CATALUNYA-JUNTS;105;16,25
Barcelona;Vallès Oriental;Figaró-Montmany;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);89;13,78
Barcelona;Vallès Oriental;Figaró-Montmany;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;80;12,38
Barcelona;Vallès Oriental;Figaró-Montmany;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;46;7,12
Barcelona;Vallès Oriental;Figaró-Montmany;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;37;5,73
Barcelona;Vallès Oriental;Figaró-Montmany;PP;PARTIDO POPULAR/PARTIT POPULAR;24;3,72
Barcelona;Vallès Oriental;Figaró-Montmany;VOX;VOX;11;1,70
Barcelona;Vallès Oriental;Figaró-Montmany;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;10;1,55
Barcelona;Vallès Oriental;Figaró-Montmany;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,15
Barcelona;Vallès Oriental;Figaró-Montmany;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;Figaró-Montmany;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Figaró-Montmany;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Figaró-Montmany;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Vallès Oriental;Fogars de Montclús;JxCAT;JUNTS PER CATALUNYA-JUNTS;107;36,03
Barcelona;Vallès Oriental;Fogars de Montclús;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;103;34,68
Barcelona;Vallès Oriental;Fogars de Montclús;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;27;9,09
Barcelona;Vallès Oriental;Fogars de Montclús;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;21;7,07
Barcelona;Vallès Oriental;Fogars de Montclús;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;11;3,70
Barcelona;Vallès Oriental;Fogars de Montclús;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);10;3,37
Barcelona;Vallès Oriental;Fogars de Montclús;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;8;2,69
Barcelona;Vallès Oriental;Fogars de Montclús;VOX;VOX;4;1,35
Barcelona;Vallès Oriental;Fogars de Montclús;PP;PARTIDO POPULAR/PARTIT POPULAR;3;1,01
Barcelona;Vallès Oriental;Fogars de Montclús;CNV;CONVERGENTS;1;0,34
Barcelona;Vallès Oriental;Fogars de Montclús;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Fogars de Montclús;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Fogars de Montclús;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Fogars de Montclús;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Vallès Oriental;Les Franqueses del Vallès;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);2589;24,25
Barcelona;Vallès Oriental;Les Franqueses del Vallès;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;2538;23,77
Barcelona;Vallès Oriental;Les Franqueses del Vallès;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1715;16,06
Barcelona;Vallès Oriental;Les Franqueses del Vallès;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1447;13,55
Barcelona;Vallès Oriental;Les Franqueses del Vallès;JxCAT;JUNTS PER CATALUNYA-JUNTS;1009;9,45
Barcelona;Vallès Oriental;Les Franqueses del Vallès;VOX;VOX;418;3,91
Barcelona;Vallès Oriental;Les Franqueses del Vallès;PP;PARTIDO POPULAR/PARTIT POPULAR;405;3,79
Barcelona;Vallès Oriental;Les Franqueses del Vallès;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;226;2,12
Barcelona;Vallès Oriental;Les Franqueses del Vallès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;189;1,77
Barcelona;Vallès Oriental;Les Franqueses del Vallès;RCERO;RECORTES CERO-GRUPO VERDE;27;0,25
Barcelona;Vallès Oriental;Les Franqueses del Vallès;IZQP;IZQUIERDA EN POSITIVO;14;0,13
Barcelona;Vallès Oriental;Les Franqueses del Vallès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;5;0,05
Barcelona;Vallès Oriental;Les Franqueses del Vallès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;4;0,04
Barcelona;Vallès Oriental;Les Franqueses del Vallès;CNV;CONVERGENTS;2;0,02
Barcelona;Vallès Oriental;La Garriga;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;3251;32,83
Barcelona;Vallès Oriental;La Garriga;JxCAT;JUNTS PER CATALUNYA-JUNTS;1831;18,49
Barcelona;Vallès Oriental;La Garriga;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1566;15,81
Barcelona;Vallès Oriental;La Garriga;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1174;11,85
Barcelona;Vallès Oriental;La Garriga;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;811;8,19
Barcelona;Vallès Oriental;La Garriga;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;564;5,69
Barcelona;Vallès Oriental;La Garriga;PP;PARTIDO POPULAR/PARTIT POPULAR;318;3,21
Barcelona;Vallès Oriental;La Garriga;VOX;VOX;190;1,92
Barcelona;Vallès Oriental;La Garriga;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;113;1,14
Barcelona;Vallès Oriental;La Garriga;RCERO;RECORTES CERO-GRUPO VERDE;8;0,08
Barcelona;Vallès Oriental;La Garriga;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;7;0,07
Barcelona;Vallès Oriental;La Garriga;CNV;CONVERGENTS;6;0,06
Barcelona;Vallès Oriental;La Garriga;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;6;0,06
Barcelona;Vallès Oriental;La Garriga;IZQP;IZQUIERDA EN POSITIVO;2;0,02
Barcelona;Vallès Oriental;Granollers;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);8756;25,85
Barcelona;Vallès Oriental;Granollers;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;8011;23,65
Barcelona;Vallès Oriental;Granollers;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;4694;13,86
Barcelona;Vallès Oriental;Granollers;JxCAT;JUNTS PER CATALUNYA-JUNTS;4089;12,07
Barcelona;Vallès Oriental;Granollers;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;4070;12,02
Barcelona;Vallès Oriental;Granollers;PP;PARTIDO POPULAR/PARTIT POPULAR;1490;4,40
Barcelona;Vallès Oriental;Granollers;VOX;VOX;1121;3,31
Barcelona;Vallès Oriental;Granollers;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;758;2,24
Barcelona;Vallès Oriental;Granollers;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;537;1,59
Barcelona;Vallès Oriental;Granollers;RCERO;RECORTES CERO-GRUPO VERDE;69;0,20
Barcelona;Vallès Oriental;Granollers;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;29;0,09
Barcelona;Vallès Oriental;Granollers;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;19;0,06
Barcelona;Vallès Oriental;Granollers;CNV;CONVERGENTS;18;0,05
Barcelona;Vallès Oriental;Granollers;IZQP;IZQUIERDA EN POSITIVO;16;0,05
Barcelona;Vallès Oriental;Gualba;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;331;37,61
Barcelona;Vallès Oriental;Gualba;JxCAT;JUNTS PER CATALUNYA-JUNTS;188;21,36
Barcelona;Vallès Oriental;Gualba;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);134;15,23
Barcelona;Vallès Oriental;Gualba;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;93;10,57
Barcelona;Vallès Oriental;Gualba;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;46;5,23
Barcelona;Vallès Oriental;Gualba;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;44;5,00
Barcelona;Vallès Oriental;Gualba;VOX;VOX;20;2,27
Barcelona;Vallès Oriental;Gualba;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;14;1,59
Barcelona;Vallès Oriental;Gualba;PP;PARTIDO POPULAR/PARTIT POPULAR;8;0,91
Barcelona;Vallès Oriental;Gualba;CNV;CONVERGENTS;-;-
Barcelona;Vallès Oriental;Gualba;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Vallès Oriental;Gualba;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Gualba;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Vallès Oriental;Gualba;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Vallès Oriental;La Llagosta;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);2883;38,41
Barcelona;Vallès Oriental;La Llagosta;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1433;19,09
Barcelona;Vallès Oriental;La Llagosta;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1150;15,32
Barcelona;Vallès Oriental;La Llagosta;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;838;11,17
Barcelona;Vallès Oriental;La Llagosta;PP;PARTIDO POPULAR/PARTIT POPULAR;414;5,52
Barcelona;Vallès Oriental;La Llagosta;VOX;VOX;307;4,09
Barcelona;Vallès Oriental;La Llagosta;JxCAT;JUNTS PER CATALUNYA-JUNTS;188;2,50
Barcelona;Vallès Oriental;La Llagosta;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;175;2,33
Barcelona;Vallès Oriental;La Llagosta;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;39;0,52
Barcelona;Vallès Oriental;La Llagosta;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;8;0,11
Barcelona;Vallès Oriental;La Llagosta;RCERO;RECORTES CERO-GRUPO VERDE;8;0,11
Barcelona;Vallès Oriental;La Llagosta;IZQP;IZQUIERDA EN POSITIVO;6;0,08
Barcelona;Vallès Oriental;La Llagosta;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;5;0,07
Barcelona;Vallès Oriental;La Llagosta;CNV;CONVERGENTS;2;0,03
Barcelona;Vallès Oriental;Lliçà d'Amunt;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);2211;24,02
Barcelona;Vallès Oriental;Lliçà d'Amunt;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;2040;22,17
Barcelona;Vallès Oriental;Lliçà d'Amunt;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1828;19,86
Barcelona;Vallès Oriental;Lliçà d'Amunt;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1373;14,92
Barcelona;Vallès Oriental;Lliçà d'Amunt;JxCAT;JUNTS PER CATALUNYA-JUNTS;533;5,79
Barcelona;Vallès Oriental;Lliçà d'Amunt;PP;PARTIDO POPULAR/PARTIT POPULAR;417;4,53
Barcelona;Vallès Oriental;Lliçà d'Amunt;VOX;VOX;380;4,13
Barcelona;Vallès Oriental;Lliçà d'Amunt;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;206;2,24
Barcelona;Vallès Oriental;Lliçà d'Amunt;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;130;1,41
Barcelona;Vallès Oriental;Lliçà d'Amunt;RCERO;RECORTES CERO-GRUPO VERDE;23;0,25
Barcelona;Vallès Oriental;Lliçà d'Amunt;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;9;0,10
Barcelona;Vallès Oriental;Lliçà d'Amunt;IZQP;IZQUIERDA EN POSITIVO;4;0,04
Barcelona;Vallès Oriental;Lliçà d'Amunt;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;3;0,03
Barcelona;Vallès Oriental;Lliçà d'Amunt;CNV;CONVERGENTS;1;0,01
Barcelona;Vallès Oriental;Lliçà de Vall;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);944;22,54
Barcelona;Vallès Oriental;Lliçà de Vall;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;922;22,01
Barcelona;Vallès Oriental;Lliçà de Vall;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;717;17,12
Barcelona;Vallès Oriental;Lliçà de Vall;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;622;14,85
Barcelona;Vallès Oriental;Lliçà de Vall;JxCAT;JUNTS PER CATALUNYA-JUNTS;422;10,07
Barcelona;Vallès Oriental;Lliçà de Vall;PP;PARTIDO POPULAR/PARTIT POPULAR;239;5,71
Barcelona;Vallès Oriental;Lliçà de Vall;VOX;VOX;139;3,32
Barcelona;Vallès Oriental;Lliçà de Vall;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;72;1,72
Barcelona;Vallès Oriental;Lliçà de Vall;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;46;1,10
Barcelona;Vallès Oriental;Lliçà de Vall;RCERO;RECORTES CERO-GRUPO VERDE;34;0,81
Barcelona;Vallès Oriental;Lliçà de Vall;CNV;CONVERGENTS;2;0,05
Barcelona;Vallès Oriental;Lliçà de Vall;IZQP;IZQUIERDA EN POSITIVO;2;0,05
Barcelona;Vallès Oriental;Lliçà de Vall;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,02
Barcelona;Vallès Oriental;Lliçà de Vall;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,02
Barcelona;Vallès Oriental;Llinars del Vallès;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1831;31,59
Barcelona;Vallès Oriental;Llinars del Vallès;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1119;19,31
Barcelona;Vallès Oriental;Llinars del Vallès;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;825;14,23
Barcelona;Vallès Oriental;Llinars del Vallès;JxCAT;JUNTS PER CATALUNYA-JUNTS;637;10,99
Barcelona;Vallès Oriental;Llinars del Vallès;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;621;10,71
Barcelona;Vallès Oriental;Llinars del Vallès;PP;PARTIDO POPULAR/PARTIT POPULAR;257;4,43
Barcelona;Vallès Oriental;Llinars del Vallès;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;197;3,40
Barcelona;Vallès Oriental;Llinars del Vallès;VOX;VOX;156;2,69
Barcelona;Vallès Oriental;Llinars del Vallès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;102;1,76
Barcelona;Vallès Oriental;Llinars del Vallès;RCERO;RECORTES CERO-GRUPO VERDE;10;0,17
Barcelona;Vallès Oriental;Llinars del Vallès;IZQP;IZQUIERDA EN POSITIVO;3;0,05
Barcelona;Vallès Oriental;Llinars del Vallès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,03
Barcelona;Vallès Oriental;Llinars del Vallès;CNV;CONVERGENTS;1;0,02
Barcelona;Vallès Oriental;Llinars del Vallès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,02
Barcelona;Vallès Oriental;Martorelles;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;726;24,40
